timestamp_ms,frame_wall_ms,update_ms,upload_ms,render_submit_ms,gpu_ms,gpu_valid,swap_ms,gc_pause_ms,chunks_loaded,chunks_visible,draw_calls,triangles,x,y,z
115,109.801,62.957,0.002,30.427,0.000,false,14.785,2.000,8,0,0,0,0.0,200.0,-5.0
148,30.036,8.000,0.000,1.618,17.901,true,20.379,6.000,18,0,0,0,0.0,200.0,-10.0
188,39.874,8.784,0.000,6.346,18.547,true,24.629,0.000,28,0,0,0,0.0,200.0,-11.6
225,36.437,8.705,0.000,6.749,23.952,true,20.869,4.000,38,0,0,0,0.0,200.0,-13.6
267,41.772,6.130,0.001,6.051,19.208,true,29.486,0.000,48,0,0,0,0.0,200.0,-15.5
306,39.220,15.601,0.001,2.412,27.975,true,21.091,7.000,58,0,0,0,0.0,200.0,-17.6
339,32.907,6.182,0.000,2.717,20.241,true,23.964,0.000,68,1,1,1000,0.0,200.0,-19.5
376,37.381,14.950,0.000,1.432,23.478,true,20.961,8.000,78,1,1,1000,0.0,200.0,-21.2
426,49.437,7.223,0.001,5.890,19.930,true,36.239,0.000,88,2,2,1714,0.0,200.0,-23.0
470,44.222,4.158,0.000,23.974,28.931,true,16.032,15.000,98,3,3,2466,0.0,200.0,-25.5
485,14.495,5.716,0.000,1.854,17.343,true,6.874,0.000,108,7,7,5636,0.0,200.0,-27.7
537,51.966,5.037,0.000,11.447,21.539,true,35.286,16.000,112,7,7,5636,0.0,200.0,-28.5
553,16.265,8.246,0.000,1.803,35.221,true,6.155,0.000,122,7,7,5636,0.0,200.0,-31.1
583,29.199,5.776,0.000,6.853,16.201,true,16.340,0.000,132,7,7,5636,0.0,200.0,-31.9
635,51.750,25.817,0.001,3.049,16.469,true,22.818,19.000,142,7,7,5636,0.0,200.0,-33.4
668,33.592,5.267,0.000,4.813,22.358,true,23.418,0.000,152,12,12,9926,0.0,200.0,-36.0
718,49.340,6.054,0.000,1.823,23.533,true,41.416,26.000,162,12,12,9926,0.0,200.0,-37.6
733,15.515,5.573,0.000,6.380,16.975,true,3.447,0.000,172,12,12,9926,0.0,200.0,-40.1
786,52.802,4.980,0.000,29.358,37.352,true,18.342,0.000,182,12,12,9926,0.0,200.0,-40.9
851,64.386,8.625,0.000,4.628,17.368,true,51.061,30.000,192,13,13,10880,0.0,200.0,-43.5
880,28.577,4.340,0.000,5.420,26.321,true,18.716,0.000,202,15,15,12842,0.0,200.0,-46.8
916,36.365,5.659,0.001,4.583,18.607,true,26.013,0.000,212,18,18,15128,0.0,200.0,-48.2
956,39.369,5.552,0.001,13.034,25.896,true,20.693,0.000,222,19,19,15724,0.0,200.0,-50.0
982,26.212,4.418,0.001,2.597,20.717,true,19.136,0.000,232,23,23,18342,0.0,200.0,-52.0
1073,91.294,54.133,0.000,10.057,19.073,true,27.004,47.000,242,23,23,18342,0.0,200.0,-53.3
1099,26.031,3.875,0.000,2.332,26.988,true,19.758,0.000,252,24,24,18988,0.0,200.0,-57.9
1134,34.440,3.510,0.000,2.270,19.693,true,28.602,0.000,262,24,24,18988,0.0,200.0,-59.2
1200,66.363,5.763,0.000,8.217,28.203,true,52.327,48.000,272,35,35,26412,0.0,200.0,-60.9
1211,10.861,3.484,0.000,2.310,26.896,true,5.007,0.000,282,36,36,27130,0.0,200.0,-64.2
1279,67.512,2.835,0.000,21.279,27.973,true,43.329,0.000,292,36,36,27130,0.0,200.0,-64.8
1309,29.736,5.033,0.000,3.506,42.720,true,21.133,0.000,302,37,37,28228,0.0,200.0,-68.2
1376,67.423,3.894,0.000,3.764,22.082,true,59.695,52.000,312,37,37,28228,0.0,200.0,-69.6
1423,47.040,5.769,0.000,6.569,26.758,true,34.633,0.000,322,37,37,28228,0.0,200.0,-73.0
1432,8.229,3.240,0.000,2.998,33.759,true,1.961,0.000,332,38,38,28832,0.0,200.0,-75.4
1475,43.225,4.791,0.000,15.713,22.443,true,22.629,0.000,340,37,37,28154,0.0,200.0,-75.8
1485,9.602,4.687,0.000,3.805,21.541,true,1.045,0.000,350,40,40,30206,0.0,200.0,-78.0
1586,101.520,6.049,0.000,35.681,42.664,true,59.719,56.000,360,40,40,30206,0.0,200.0,-78.4
1599,12.538,3.842,0.000,3.112,16.385,true,5.524,0.000,370,45,45,34118,0.0,200.0,-83.4
1671,71.732,4.050,0.000,18.082,26.935,true,49.461,0.000,380,46,46,49864,0.0,200.0,-84.1
1705,34.486,4.999,0.000,6.292,48.326,true,23.113,0.000,390,52,52,121924,0.0,200.0,-87.7
1760,54.934,4.819,0.000,10.988,24.222,true,39.033,0.000,400,55,55,154646,0.0,200.0,-89.4
1771,11.022,3.708,0.000,6.617,41.041,true,0.648,0.000,410,55,55,154646,0.0,200.0,-92.1
1858,86.838,3.881,0.001,81.360,26.760,true,1.403,74.000,420,55,55,172102,0.0,200.0,-92.7
1867,9.005,5.017,0.000,3.018,26.672,true,0.921,0.000,430,55,55,172102,0.0,200.0,-97.0
1929,61.424,5.265,0.000,30.180,35.667,true,25.884,0.000,440,55,55,172102,0.0,200.0,-97.5
1976,47.037,4.978,0.000,8.165,25.346,true,33.845,0.000,450,60,60,175870,0.0,200.0,-100.6
2304,76.909,6.500,0.000,6.906,34.324,true,63.454,137.000,460,66,66,192790,0.0,200.0,-105.6
2383,79.013,11.932,0.000,11.040,29.761,true,55.916,2.000,470,73,73,262570,0.0,200.0,-109.4
2427,43.338,4.358,0.000,9.370,57.246,true,29.549,0.000,480,74,74,276368,0.0,200.0,-113.4
2544,117.400,6.350,0.000,9.113,29.708,true,101.887,48.000,490,82,82,296554,0.0,200.0,-115.5
2558,13.456,4.863,0.000,3.878,63.098,true,4.660,0.000,500,86,86,337090,0.0,200.0,-120.5
2641,82.867,2.626,0.000,32.067,38.771,true,48.094,0.000,510,86,86,337090,0.0,200.0,-121.2
2657,15.578,6.618,0.000,4.042,47.429,true,4.860,0.000,520,93,93,382950,0.0,200.0,-125.4
2772,115.005,3.125,0.000,29.156,36.022,true,82.613,69.000,530,91,91,380994,0.0,200.0,-126.2
2847,75.406,5.942,0.000,5.915,63.885,true,63.471,0.000,540,92,92,380996,0.0,200.0,-131.2
2889,41.648,5.157,0.000,4.365,65.728,true,32.043,0.000,550,106,106,390606,0.0,200.0,-134.9
2935,46.040,3.494,0.000,4.057,32.864,true,37.914,0.000,560,107,107,412600,0.0,200.0,-137.0
2984,48.666,4.331,0.000,9.266,38.064,true,34.976,0.000,570,108,108,413358,0.0,200.0,-139.3
3068,84.601,43.637,0.000,6.952,35.864,true,33.950,0.000,580,109,109,425570,0.0,200.0,-141.8
3077,8.840,3.550,0.000,3.929,34.144,true,1.307,0.000,590,110,110,447822,0.0,200.0,-146.0
3235,157.160,4.342,0.000,151.714,34.492,true,0.946,138.000,600,110,110,447822,0.0,200.0,-146.4
3289,54.520,4.839,0.001,12.000,51.367,true,37.628,0.000,610,113,113,488020,0.0,200.0,-151.4
3336,46.554,6.095,0.000,4.492,38.243,true,35.919,0.000,620,115,115,518142,0.0,200.0,-154.2
3422,86.196,5.663,0.000,11.416,36.487,true,69.057,0.000,630,121,121,535964,0.0,200.0,-156.5
3617,194.388,8.248,0.000,5.015,69.349,true,181.045,129.000,640,126,126,553294,0.0,200.0,-160.8
3671,53.826,9.887,0.000,4.717,51.674,true,39.145,0.000,647,130,130,596892,0.0,200.0,-165.8
3756,85.513,3.857,0.000,7.738,39.771,true,73.810,0.000,654,130,130,593632,0.0,200.0,-168.5
3876,119.994,6.111,0.000,9.047,74.753,true,104.751,77.000,660,143,143,675874,0.0,200.0,-172.8
3974,98.024,5.818,0.000,12.405,56.900,true,79.745,2.000,666,145,145,714788,0.0,200.0,-177.8
4059,84.420,11.445,0.000,4.984,79.873,true,67.915,0.000,667,154,154,759754,0.0,200.0,-182.7
4139,80.483,5.480,0.000,5.905,68.802,true,69.030,0.000,674,159,159,790682,0.0,200.0,-186.9
4220,80.503,4.364,0.000,4.046,69.715,true,72.044,0.000,680,160,160,801476,0.0,200.0,-190.9
4281,60.855,4.007,0.001,5.182,72.362,true,51.604,0.000,686,165,165,814362,0.0,200.0,-195.0
4341,60.246,10.509,0.000,5.965,51.714,true,43.716,0.000,683,169,169,853574,0.0,200.0,-198.0
4421,79.544,4.173,0.000,4.260,43.660,true,71.078,0.000,690,175,175,869904,0.0,200.0,-201.0
4467,45.921,3.448,0.000,4.712,71.849,true,37.726,0.000,696,178,178,872384,0.0,200.0,-205.0
4544,77.146,3.903,0.000,6.683,38.533,true,66.506,0.000,702,181,181,859174,0.0,200.0,-207.3
4610,66.038,4.892,0.000,5.976,67.611,true,55.130,0.000,708,191,191,866688,0.0,200.0,-211.2
4669,59.088,16.879,0.000,5.302,56.409,true,36.868,0.000,699,190,190,853074,0.0,200.0,-214.5
4747,77.116,3.437,0.000,5.570,38.115,true,68.068,0.000,706,196,196,857068,0.0,200.0,-217.4
4806,59.482,4.008,0.000,10.220,69.701,true,45.214,0.000,712,202,202,860524,0.0,200.0,-221.3
4853,47.247,3.115,0.000,10.220,50.090,true,33.856,0.000,718,199,199,845528,0.0,200.0,-224.3
4929,75.848,20.357,0.000,6.401,32.446,true,49.045,0.000,703,207,207,850672,0.0,200.0,-226.6
4973,43.662,2.438,0.000,3.888,50.323,true,37.302,0.000,710,206,206,834788,0.0,200.0,-230.4
5043,70.332,2.814,0.000,4.632,38.210,true,62.850,0.000,716,203,203,818024,0.0,200.0,-232.6
5088,45.087,2.515,0.000,4.661,63.784,true,37.879,0.000,722,203,203,818024,0.0,200.0,-236.1
5167,78.312,3.871,0.000,8.426,38.801,true,65.968,0.000,728,206,206,807386,0.0,200.0,-238.4
5224,56.929,3.826,0.000,5.773,67.851,true,47.281,0.000,734,208,208,808620,0.0,200.0,-242.3
5291,67.049,20.442,0.000,7.321,48.610,true,39.248,0.000,719,207,207,795562,0.0,200.0,-245.1
5365,73.571,4.031,0.000,6.824,40.777,true,62.653,0.000,726,204,204,780632,0.0,200.0,-248.5
5476,111.081,43.509,0.000,6.878,66.376,true,60.646,39.000,732,204,204,780632,0.0,200.0,-252.2
5521,44.824,3.078,0.000,5.236,63.727,true,36.476,0.000,738,205,205,768146,0.0,200.0,-257.2
5587,65.942,18.680,0.000,5.651,38.435,true,41.574,0.000,723,205,205,768146,0.0,200.0,-259.4
5632,44.902,3.059,0.000,4.386,38.668,true,37.418,0.000,730,207,207,738922,0.0,200.0,-262.7
5704,72.378,4.126,0.000,6.827,38.425,true,61.370,0.000,736,205,205,737686,0.0,200.0,-265.0
5785,81.019,4.149,0.000,5.804,62.979,true,71.024,0.000,742,205,205,737686,0.0,200.0,-268.6
5870,84.461,7.155,0.000,7.372,72.435,true,69.887,0.000,748,210,210,713396,0.0,200.0,-272.6
5951,81.529,20.323,0.000,5.659,71.598,true,55.503,0.000,738,210,210,713396,0.0,200.0,-276.9
6010,59.182,4.228,0.000,5.473,56.987,true,49.442,0.000,745,206,206,682892,0.0,200.0,-280.9
6058,47.564,4.059,0.000,4.895,50.775,true,38.570,0.000,751,206,206,682892,0.0,200.0,-283.9
6138,79.612,3.875,0.000,7.173,39.619,true,68.524,0.000,757,204,204,668018,0.0,200.0,-286.3
6198,60.371,4.236,0.000,5.924,70.272,true,50.175,0.000,763,211,211,660382,0.0,200.0,-290.3
6260,61.762,20.115,0.000,4.773,51.900,true,36.842,0.000,751,210,210,644636,0.0,200.0,-293.3
6333,72.707,3.930,0.000,7.439,38.213,true,61.258,0.000,758,207,207,627062,0.0,200.0,-296.4
6378,44.863,2.764,0.000,5.344,64.892,true,36.721,0.000,764,207,207,627062,0.0,200.0,-300.0
6455,76.927,1.939,0.000,7.078,38.280,true,67.871,0.000,770,212,212,605944,0.0,200.0,-302.3
6497,42.515,0.556,0.000,6.298,70.261,true,35.622,0.000,776,212,212,605944,0.0,200.0,-306.1
6572,74.998,25.035,0.000,5.214,37.542,true,44.719,0.000,763,210,210,592638,0.0,200.0,-308.2
6615,42.474,0.709,0.000,5.479,44.681,true,36.251,0.000,769,211,211,580324,0.0,200.0,-312.0
6690,75.104,0.665,0.000,6.926,37.762,true,67.475,0.000,775,214,214,567794,0.0,200.0,-314.1
6733,43.250,0.715,0.000,6.354,69.521,true,36.145,0.000,781,215,215,568720,0.0,200.0,-317.9
6810,76.777,0.959,0.000,8.466,37.791,true,67.302,0.000,787,213,213,552808,0.0,200.0,-320.0
6892,82.025,39.028,0.000,12.400,69.986,true,30.532,0.000,772,216,216,555582,0.0,200.0,-323.9
6933,40.408,0.600,0.000,4.106,29.346,true,35.604,0.000,778,217,217,531754,0.0,200.0,-328.0
6978,45.273,0.335,0.000,4.089,36.827,true,40.830,0.000,784,216,216,517328,0.0,200.0,-330.0
7023,45.056,0.871,0.000,9.902,41.964,true,34.247,0.000,790,216,216,517328,0.0,200.0,-332.3
7064,40.455,0.366,0.000,4.367,32.832,true,35.702,0.000,796,213,213,489306,0.0,200.0,-334.5
7107,43.493,0.656,0.000,5.267,36.986,true,37.549,0.000,802,225,225,495510,0.0,200.0,-336.5
7177,69.509,28.727,0.000,7.739,39.175,true,33.008,0.000,785,225,225,495510,0.0,200.0,-338.7
7218,40.951,1.213,0.000,5.382,31.972,true,34.334,0.000,791,229,229,486498,0.0,200.0,-342.2
7286,67.952,1.498,0.000,6.401,35.693,true,60.026,0.000,797,226,226,455510,0.0,200.0,-344.2
7326,40.642,0.335,0.000,7.456,62.763,true,32.818,0.000,803,226,226,455510,0.0,200.0,-347.6
7367,40.369,0.896,0.000,6.849,31.208,true,32.599,0.000,809,231,231,446984,0.0,200.0,-349.7
7418,51.159,0.536,0.000,5.641,34.892,true,44.959,0.000,815,230,230,434764,0.0,200.0,-351.7
7460,41.948,0.706,0.000,9.444,46.671,true,31.762,0.000,821,243,243,444236,0.0,200.0,-354.3
7532,71.907,32.106,0.000,9.333,30.213,true,30.427,0.000,804,241,241,431592,0.0,200.0,-356.4
7570,38.019,0.542,0.000,4.616,29.318,true,32.840,0.000,810,242,242,407272,0.0,200.0,-360.0
7621,51.305,0.537,0.000,6.981,34.328,true,43.759,0.000,816,241,241,392046,0.0,200.0,-361.9
7662,40.178,0.688,0.000,8.203,45.845,true,31.256,0.000,822,242,242,392856,0.0,200.0,-364.4
7700,37.808,0.380,0.000,5.120,29.659,true,32.287,0.000,828,239,239,365478,0.0,200.0,-366.4
7771,71.757,0.780,0.000,7.227,33.860,true,63.704,0.000,834,247,247,369780,0.0,200.0,-368.3
7844,72.544,33.363,0.000,11.996,66.592,true,27.152,0.000,816,247,247,369780,0.0,200.0,-371.9
7881,37.174,0.638,0.000,5.172,26.026,true,31.344,0.000,822,243,243,328964,0.0,200.0,-375.6
7924,42.803,0.956,0.000,6.438,33.041,true,35.386,0.000,828,242,242,315504,0.0,200.0,-377.4
7970,45.676,1.442,0.000,13.062,37.384,true,31.139,0.000,834,242,242,315504,0.0,200.0,-379.6
8007,36.962,0.915,0.000,5.550,29.598,true,30.477,0.000,840,247,247,293712,0.0,200.0,-381.8
8057,50.190,0.360,0.000,7.924,32.190,true,41.880,0.000,846,246,246,282102,0.0,200.0,-383.7
8096,38.543,0.656,0.000,10.986,44.254,true,26.869,0.000,852,248,248,282784,0.0,200.0,-386.2
8167,70.878,35.363,0.000,10.076,25.341,true,25.409,0.000,834,246,246,269660,0.0,200.0,-388.1
8202,35.403,0.456,0.000,5.606,24.298,true,29.318,0.000,840,244,244,243934,0.0,200.0,-391.7
8252,50.096,0.737,0.000,5.572,30.987,true,43.756,0.000,846,243,243,231778,0.0,200.0,-393.5
8291,38.622,0.458,0.000,7.756,45.655,true,30.358,0.000,852,243,243,231778,0.0,200.0,-396.0
8326,35.445,0.703,0.000,5.727,28.793,true,28.963,0.000,858,248,248,222356,0.0,200.0,-397.9
8395,68.961,0.429,0.000,6.325,30.834,true,62.183,0.000,864,248,248,222356,0.0,200.0,-399.7
8431,36.138,0.937,0.000,6.405,64.574,true,28.773,0.000,870,249,249,222996,0.0,200.0,-403.1
8507,75.778,41.658,0.000,7.391,30.839,true,26.702,0.000,852,250,250,211426,0.0,200.0,-404.9
8541,33.503,0.559,0.000,5.400,25.530,true,27.525,0.000,858,252,252,188410,0.0,200.0,-408.7
8592,51.295,0.331,0.000,5.513,29.497,true,45.420,0.000,864,252,252,188410,0.0,200.0,-410.4
8630,38.051,1.263,0.000,8.281,47.455,true,28.471,0.000,870,252,252,188410,0.0,200.0,-413.0
8664,33.822,1.442,0.000,5.414,26.895,true,26.948,0.000,876,249,249,186434,0.0,200.0,-414.9
8710,46.127,0.783,0.000,6.094,28.962,true,39.227,0.000,882,257,257,189650,0.0,200.0,-416.6
8801,90.404,27.034,0.000,6.375,41.592,true,56.967,0.000,864,257,257,189650,0.0,200.0,-418.9
8832,31.487,0.523,0.000,4.856,59.136,true,26.085,0.000,870,261,261,188078,0.0,200.0,-423.4
8870,37.257,0.320,0.000,4.421,27.818,true,32.499,0.000,876,257,257,186014,0.0,200.0,-425.0
8910,40.859,0.768,0.000,9.190,33.913,true,30.875,0.000,882,257,257,186014,0.0,200.0,-426.8
8943,32.651,0.378,0.000,5.982,29.258,true,26.274,0.000,888,256,256,185348,0.0,200.0,-428.9
8987,44.252,0.636,0.000,6.308,27.967,true,37.286,0.000,894,266,266,188480,0.0,200.0,-430.5
9026,38.293,0.354,0.000,19.839,39.669,true,18.072,0.000,900,267,267,189180,0.0,200.0,-432.7
9095,68.708,32.734,0.000,6.441,18.036,true,29.497,0.000,882,279,279,198708,0.0,200.0,-434.6
9124,29.778,0.433,0.000,4.593,28.457,true,24.734,0.000,888,277,277,197116,0.0,200.0,-438.1
9162,37.134,0.576,0.000,5.120,26.315,true,31.417,0.000,894,273,273,195024,0.0,200.0,-439.6
9202,40.753,1.068,0.000,14.125,33.324,true,25.541,0.000,900,273,273,195024,0.0,200.0,-441.4
9234,31.192,0.317,0.000,5.855,24.925,true,25.001,0.000,906,273,273,195024,0.0,200.0,-443.5
9281,47.827,1.640,0.000,9.304,26.786,true,36.828,0.000,912,283,283,196486,0.0,200.0,-445.0
9320,38.093,1.424,0.000,8.020,40.658,true,28.609,0.000,918,284,284,195844,0.0,200.0,-447.4
9351,30.872,0.555,0.000,5.979,27.192,true,24.317,0.000,924,285,285,196560,0.0,200.0,-449.3
9413,62.125,28.652,0.000,12.532,26.457,true,20.910,0.000,904,284,284,195794,0.0,200.0,-450.9
9442,28.804,0.505,0.000,4.671,20.090,true,23.609,0.000,910,283,283,195022,0.0,200.0,-454.0
9475,33.627,0.352,0.000,5.201,25.317,true,28.056,0.000,916,280,280,192668,0.0,200.0,-455.4
9518,42.962,0.576,0.000,13.424,29.961,true,28.932,0.000,922,279,279,192666,0.0,200.0,-457.1
9548,29.287,0.590,0.000,5.503,27.951,true,23.176,0.000,928,285,285,195496,0.0,200.0,-459.2
9590,42.486,0.336,0.000,6.562,25.255,true,35.561,0.000,934,283,283,194042,0.0,200.0,-460.7
9622,32.339,0.450,0.000,8.864,38.488,true,22.993,0.000,940,285,285,193326,0.0,200.0,-462.8
9652,29.579,0.344,0.000,5.800,21.467,true,23.414,0.000,946,286,286,194244,0.0,200.0,-464.5
9722,69.528,40.448,0.000,6.729,25.674,true,22.317,0.000,926,286,286,194244,0.0,200.0,-465.9
9749,27.435,0.261,0.000,4.903,21.219,true,22.253,0.000,932,284,284,182740,0.0,200.0,-469.4
9786,37.000,0.639,0.000,5.928,24.139,true,30.412,0.000,938,282,282,181672,0.0,200.0,-470.8
9823,36.390,0.278,0.000,12.365,32.797,true,23.718,0.000,944,282,282,181446,0.0,200.0,-472.6
9855,32.212,1.567,0.000,8.482,22.589,true,22.133,0.000,950,289,289,182424,0.0,200.0,-474.5
9889,33.956,1.121,0.000,5.588,26.136,true,27.210,0.000,956,289,289,182424,0.0,200.0,-476.1
9927,38.382,0.416,0.000,9.088,29.297,true,28.852,0.000,962,286,286,180294,0.0,200.0,-477.8
9955,28.166,0.640,0.000,5.601,27.338,true,21.907,0.000,968,289,289,180300,0.0,200.0,-479.7
9988,32.965,0.320,0.000,5.630,24.183,true,26.998,0.000,974,290,290,181266,0.0,200.0,-481.1
10058,69.799,30.763,0.000,7.273,29.195,true,31.717,0.000,954,302,302,181290,0.0,200.0,-482.8
10095,36.397,0.326,0.000,12.875,35.199,true,23.098,0.000,960,300,300,170816,0.0,200.0,-486.3
10122,26.815,0.406,0.000,5.505,22.031,true,20.882,0.000,966,297,297,168728,0.0,200.0,-488.1
10155,32.912,0.466,0.000,6.376,23.145,true,26.042,0.000,972,297,297,168728,0.0,200.0,-489.4
10193,38.429,0.725,0.000,12.222,28.545,true,25.451,0.000,978,300,300,168734,0.0,200.0,-491.1
10220,26.821,0.325,0.000,5.790,24.538,true,20.684,0.000,984,298,298,167274,0.0,200.0,-493.0
10257,37.494,0.598,0.000,7.495,23.061,true,29.376,0.000,990,308,308,169994,0.0,200.0,-494.3
10293,35.661,0.357,0.000,6.944,32.845,true,28.328,0.000,996,310,310,171570,0.0,200.0,-496.2
10361,67.992,37.733,0.000,12.058,26.885,true,18.162,0.000,975,322,322,175914,0.0,200.0,-498.0
10388,26.456,0.863,0.000,5.235,17.446,true,20.340,0.000,981,321,321,175176,0.0,200.0,-501.4
10436,48.768,1.502,0.000,8.942,22.469,true,38.299,35.000,987,318,318,173012,0.0,200.0,-502.7
10476,39.389,1.062,0.000,7.614,37.986,true,30.688,0.000,993,318,318,173432,0.0,200.0,-505.2
10502,26.540,0.814,0.000,5.913,33.327,true,19.747,0.000,999,322,322,173440,0.0,200.0,-507.1
10528,25.699,0.314,0.000,5.379,22.343,true,19.974,0.000,1005,319,319,171906,0.0,200.0,-508.5
10590,61.564,0.512,0.000,8.355,22.339,true,52.671,0.000,1011,324,324,171360,0.0,200.0,-509.7
10616,26.203,0.413,0.000,6.084,57.004,true,19.686,0.000,1017,324,324,171360,0.0,200.0,-512.8
10681,65.021,38.771,0.000,7.647,22.368,true,18.570,0.000,995,325,325,172472,0.0,200.0,-514.1
10706,24.563,0.249,0.000,5.065,17.677,true,19.226,0.000,1001,323,323,171182,0.0,200.0,-517.4
10737,31.718,0.365,0.000,5.612,21.365,true,25.706,0.000,1007,320,320,169076,0.0,200.0,-518.6
10773,35.763,0.508,0.000,13.458,28.098,true,21.709,0.000,1013,320,320,169528,0.0,200.0,-520.2
10799,25.305,0.559,0.000,5.891,21.729,true,18.836,0.000,1019,324,324,169536,0.0,200.0,-522.0
10842,43.103,0.297,0.000,6.368,21.529,true,36.417,0.000,1025,323,323,169534,0.0,200.0,-523.3
10869,27.311,0.380,0.000,8.226,39.573,true,18.671,0.000,1031,325,325,168208,0.0,200.0,-525.4
10894,24.859,0.345,0.000,6.109,17.722,true,18.387,0.000,1037,324,324,167620,0.0,200.0,-526.8
10945,50.860,0.557,0.000,7.493,21.292,true,42.788,0.000,1043,325,325,168576,0.0,200.0,-528.0
11012,67.208,34.900,0.000,6.419,46.635,true,25.859,0.000,1021,325,325,168576,0.0,200.0,-530.6
11037,25.070,0.776,0.000,5.991,24.724,true,18.282,0.000,1027,324,324,168574,0.0,200.0,-533.9
11088,50.835,0.636,0.000,7.034,21.000,true,43.146,0.000,1033,330,330,167322,0.0,200.0,-535.2
11113,25.332,0.385,0.000,6.818,46.754,true,18.111,0.000,1039,329,329,166718,0.0,200.0,-537.7
11144,30.903,0.472,0.000,7.258,20.864,true,23.154,0.000,1045,329,329,166718,0.0,200.0,-539.0
11180,35.393,0.315,0.000,9.249,26.961,true,25.801,0.000,1051,327,327,165300,0.0,200.0,-540.5
11205,24.675,0.441,0.000,6.662,24.845,true,17.555,0.000,1057,327,327,164622,0.0,200.0,-542.3
11234,29.644,0.303,0.000,6.256,20.923,true,23.062,0.000,1063,329,329,165578,0.0,200.0,-543.6
11272,37.517,0.466,0.000,6.281,26.135,true,30.730,0.000,1069,341,341,165602,0.0,200.0,-545.0
11338,66.056,35.870,0.000,9.951,32.432,true,20.205,0.000,1046,341,341,165602,0.0,200.0,-546.9
11362,23.697,0.433,0.000,5.919,19.585,true,17.328,0.000,1052,346,346,164100,0.0,200.0,-550.2
11411,48.946,0.324,0.000,7.916,20.252,true,40.690,0.000,1058,343,343,162002,0.0,200.0,-551.4
11435,24.034,0.494,0.000,6.150,44.435,true,17.372,0.000,1064,343,343,162002,0.0,200.0,-553.9
11464,29.661,0.412,0.000,6.227,20.166,true,23.007,0.000,1070,343,343,162002,0.0,200.0,-555.1
11503,38.423,0.298,0.000,11.520,25.949,true,26.575,0.000,1076,340,340,160510,0.0,200.0,-556.5
11532,29.349,1.781,0.000,10.270,26.153,true,17.270,0.000,1082,352,352,160534,0.0,200.0,-558.5
11589,56.487,1.097,0.000,9.235,22.440,true,46.114,0.000,1088,360,360,161502,0.0,200.0,-559.9
11612,23.683,0.384,0.000,6.295,50.961,true,16.986,0.000,1094,360,360,161502,0.0,200.0,-562.8
11674,61.814,36.049,0.000,7.814,20.065,true,17.888,0.000,1071,360,360,160040,0.0,200.0,-563.9
11698,23.324,0.384,0.000,6.181,17.375,true,16.715,0.000,1077,358,358,158692,0.0,200.0,-567.0
11728,30.769,0.522,0.000,7.123,19.870,true,23.108,0.000,1083,358,358,157208,0.0,200.0,-568.2
11765,36.758,0.387,0.000,7.792,26.744,true,28.549,0.000,1089,358,358,157208,0.0,200.0,-569.7
11789,23.959,0.421,0.000,6.849,27.446,true,16.668,0.000,1095,358,358,156104,0.0,200.0,-571.6
11813,23.694,0.301,0.000,6.866,20.120,true,16.510,0.000,1101,354,354,154596,0.0,200.0,-572.8
11865,52.188,0.451,0.000,8.165,20.062,true,43.551,0.000,1107,361,361,153758,0.0,200.0,-574.0
11889,23.796,0.389,0.000,6.808,48.028,true,16.581,0.000,1113,361,361,153758,0.0,200.0,-576.6
11952,63.261,36.972,0.000,8.563,20.087,true,17.704,0.000,1089,362,362,154402,0.0,200.0,-577.8
